Using: ,adj_low,adj_close_tomorrow,sentiment_p,sentiment_n,adj_open_tomorrow
Predict: ,adj_close_tomorrow
Train RMSE 2: ,0.0063200425917824135
Test RMSE 2: ,0.004755023989008846
PredictedRelative Unsigned,TrueRelative Unsigned,Relative Error onRelative Unsigned
 0.00454858,0.000304171941472, 13.95399189
 0.00456109,0.00107888101191, 3.22760749
 0.00455372,0.000135091797672, 32.70837021
 0.00449969,0.00597828683208, 0.24732727
 0.00454433,7.79287934504e-05, 57.31383514
 0.00456899,0.00304865397175, 0.4986895
 0.00457581,0.00246912734528, 0.85320884
 0.00458087,0.0025760559065, 0.7782501
 0.00464466,0.00741154674328, 0.37332091
 0.00459417,0.00248837200285, 0.84625572
 0.00464292,0.00372361310194, 0.24688666
 0.00460302,0.000845397653362, 4.44479418
 0.0046303,0.00153702662282, 2.01250553
 0.00466136,0.00559945859304, 0.16753435
 0.00456525,0.00551534701516, 0.1722634
 0.00459095,0.000375914302486, 11.21275711
 0.00454206,0.00273821206039, 0.65876728
 0.00451729,0.00314258616335, 0.43744296
 0.0045715,0.00363505857393, 0.25761503
 0.00455516,0.000702209074154, 5.48689604
 0.0045624,0.00159909499716, 1.85311353
 0.00442987,0.00943286145494, 0.53037918
 0.00442432,0.00450974563381, 0.0189414
 0.0056452,0.00508185314608, 0.11085358
 0.00666187,0.00360921418326, 0.84579551
 0.0043582,0.0109462130552, 0.60185343
 0.00419399,0.0212584277366, 0.80271405
 0.00421052,0.0104144431627, 0.59570354
 0.00428586,0.000480377304738, 7.92186117
 0.00420531,0.00889684859444, 0.52732587
 0.00412854,0.0115319389171, 0.64199042
 0.004181,0.00263684186835, 0.58561045
 0.00419506,0.00109888052092, 2.81757188
 0.00442325,0.0159809812847, 0.72321773
 0.0042456,0.00887981988793, 0.52188271
 0.00425672,0.00334674510011, 0.27189922
 0.00422712,0.00354635508304, 0.19196212
 0.00424623,0.000254641622691, 15.67531013
 0.00426356,0.00018758356586, 21.72887039
 0.00423107,0.00354249549443, 0.1943751
 0.00424921,0.00115982430032, 2.66366959
 0.00424433,0.0021407327681, 0.98265135
 0.00429261,0.00301637480273, 0.42310205
 0.00425678,0.00235663039033, 0.80629796
 0.00414971,0.0113855815641, 0.63552904
 0.00423528,0.00206082722144, 1.05513346
 0.00421226,0.00414551974934, 0.01609953
 0.00418031,0.00503136688034, 0.16914943
 0.00420708,0.00161055264565, 1.61219895
 0.0066096,0.033799406125, 0.80444622
 0.00450825,0.003219667863, 0.40022206
 0.00442099,0.00632091711254, 0.30057773
 0.00924576,0.007247316169, 0.27574959
 0.00451468,0.00214371815335, 1.10600376
 0.00459673,0.00486201179055, 0.05456173
 0.00440164,0.0138539982868, 0.68228406
 0.0045066,0.00244736849308, 0.84140807
 0.00446871,0.00196131950871, 1.27842152
 0.00447862,0.000972690295206, 3.60436511
 0.00444459,0.00464406069533, 0.04295228
 0.00448608,0.00239924459238, 0.86978668
 0.00457103,0.0074711230084, 0.3881737
 0.00904747,0.0120064246749, 0.2464475
 0.00454742,0.0024891792404, 0.826877
 0.00451945,0.00147912233119, 2.05549216
 0.00456413,0.00498982239373, 0.08531153
 0.00451911,0.00188808089634, 1.39349318
 0.00457449,0.00200292226446, 1.28390861
 0.00450093,0.00555039714899, 0.18907918
 0.00447399,0.00570774627641, 0.21615411
 0.00446167,0.00543090919812, 0.17846769
 0.00447169,0.00170380797941, 1.62452853
 0.00963086,0.00325430301032, 1.95942354
 0.00434227,0.00942674619048, 0.53936654
 0.00434409,0.00606605201115, 0.2838684
 0.00433506,0.0050534972389, 0.14216642
 0.00430143,0.00609910705795, 0.29474384
 0.00435516,0.00161940040337, 1.68936741
 0.00434876,0.000958480004343, 3.53714275
 0.00425317,0.0100699765078, 0.57763833
 0.00424222,0.0082096083266, 0.48326188
 0.00423914,0.00427255229092, 0.00781942
 0.00439357,0.011692648187, 0.62424469
 0.00977014,0.00201164797952, 3.85678482
 0.00440587,0.003145452336, 0.40071008
 0.00433118,0.00600702176377, 0.27898034
 0.00407666,0.0133944464099, 0.69564533
 0.00637026,0.0178626711367, 0.64337564
 0.00415168,0.0047597712543, 0.12775689
 0.00400144,0.0134267827547, 0.70198053
 0.00578331,3.80434512788e-05, 151.0186615
 0.00628446,0.0239152582183, 0.73721969
 0.00770668,0.00385764821823, 0.99776626
 0.00400185,0.0104578404192, 0.61733466
 0.0039526,0.00994867381483, 0.60270107
 0.00400676,0.00217663615933, 0.84080362
 0.00414387,0.00774834484811, 0.46519271
 0.01085546,0.00281565832713, 2.85539103
 0.00412019,0.00215468738198, 0.91220009
 0.0039874,0.0141822393792, 0.71884573
 0.0040112,0.0079578123535, 0.49594223
 0.00406435,0.000645312555183, 5.29826975
 0.00402652,0.00530143746384, 0.24048609
 0.00395914,0.00955272959712, 0.58554894
 0.00389491,0.0142294001121, 0.72627711
 0.00390497,0.00837328735389, 0.53363997
 0.00389449,0.00667944187071, 0.41694355
 0.00390895,0.00301444098122, 0.2967408
 0.00399678,0.00314581853145, 0.2705065
 0.00397038,0.00376986238014, 0.05319083
 0.00399633,0.00245510377142, 0.6277625
 0.00411182,0.00563240255676, 0.26997125
 0.00395415,0.0102679840182, 0.61490464
 0.00401636,0.000717635594142, 4.59664965
 0.00404042,0.00358081199964, 0.12835306
 0.00409162,0.00130319390479, 2.13968396
 0.00823509,0.00334520223053, 1.46176112
 0.0040828,0.000424588042892, 8.61591434
 0.00407495,0.00193522935222, 1.10566521
 0.00878758,0.0112147240496, 0.21642469
 0.00905516,0.00695056692703, 0.30279377
 0.00846201,0.00630392825143, 0.34233874
 0.0043208,0.00159082631263, 1.71607089
 0.00419678,0.0115022852353, 0.63513482
 0.00418591,0.00691985836646, 0.39508757
 0.00425027,0.000855810209207, 3.96637249
 0.00419619,0.0058105888535, 0.2778376
 0.00421289,0.00355067785412, 0.18650272
 0.00418559,0.00557489854446, 0.24920793
 0.00424346,0.000261060778775, 15.2546978
 0.00414064,0.00953569147714, 0.56577408
 0.00416666,0.00447513852976, 0.06893218
 0.00415234,0.00400300779871, 0.03730378
 0.00416012,0.00200227807163, 1.07769156
 0.00412449,0.00563671656669, 0.26828179
 0.00416018,0.00130110520583, 2.19741631
 0.00411537,0.00469666674256, 0.12376791
 0.00399181,0.012903323733, 0.69063711
 0.00399009,0.00916144655762, 0.56446975
 0.00404372,0.00205838542971, 0.96451002
 0.00419928,0.00682935190134, 0.38511354
 0.00414778,0.00278839908662, 0.48751423
 0.00415835,0.000479456419187, 7.67305231
 0.00410431,0.00651257938067, 0.36978689
 0.0041494,0.000982334118305, 3.22402358
 0.00409495,0.0062465707711, 0.34444901
 0.00385357,0.0220413278195, 0.82516605
 0.00760914,0.0186104618885, 0.59113657
 0.00369525,0.0160878439171, 0.7703082
 0.00753411,0.00590419409281, 0.27606103
 0.00718259,0.00304812351404, 1.35639644
 0.00634564,0.0043066052423, 0.47346675
 0.00714408,0.00826522849041, 0.13564651
