Date,adj_open,adj_close,adj_vol,adj_high,adj_low,adj_open_tomorrow,vol_m_ave_10,vol_rel_m_ave_10,relative_overnight_tomorrow,relative_intraday,relative_intraday_tomorrow,relative_overnight,adj_close_tomorrow,sentiment_p,sentiment_n,sentiment_u
2007-01-03,3.714285714285714,3.801428571428571,16440900.0,3.824285714285714,3.6771428571428566,3.7728571428571427,6831300.0,1.406701506301875,-0.007515971439308489,0.023461538461538423,-0.04013631200302914,0.005413766434648082,3.6214285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-04,3.7728571428571427,3.6214285714285714,15959300.0,3.8285714285714283,3.585714285714286,3.6199999999999997,7733110.0,1.0637621862355506,-0.00039447731755437587,-0.04013631200302914,-0.020915548539857887,-0.007515971439308489,3.544285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-05,3.6199999999999997,3.544285714285714,15190700.0,3.6199999999999997,3.4928571428571424,3.5457142857142854,8541610.0,0.7784352130336085,0.0004030632809350898,-0.020915548539857887,-0.0398871877518131,-0.00039447731755437587,3.404285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-08,3.5457142857142854,3.404285714285714,18344900.0,3.5557142857142856,3.367142857142857,3.4271428571428566,9982070.0,0.8377851487717478,0.006714225765841242,-0.0398871877518131,0.0,0.0004030632809350898,3.4271428571428566,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-09,3.4271428571428566,3.4271428571428566,10611300.0,3.4399999999999995,3.36,3.424285714285714,10538430.0,0.006914692226451136,-0.0008336807002917723,0.0,0.004171881518564957,0.006714225765841242,3.4385714285714286,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-10,3.424285714285714,3.4385714285714286,11448500.0,3.4642714285714282,3.411428571428571,3.4228571428571426,11161220.0,0.025739121708917123,-0.004570004154549334,0.004171881518564957,0.011686143572620988,-0.0008336807002917723,3.4628571428571426,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-11,3.4228571428571426,3.4628571428571426,9130100.0,3.507142857142857,3.411428571428571,3.408042857142857,11655770.0,-0.21668838695341452,-0.01582920792079201,0.011686143572620988,-0.048050200575948554,-0.004570004154549334,3.244285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-12,3.408042857142857,3.244285714285714,22171100.0,3.411428571428571,3.2414285714285715,3.464285714285714,13409410.0,0.6533986208192606,0.06781153676794349,-0.048050200575948554,-0.06226804123711338,-0.01582920792079201,3.248571428571428,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-16,3.464285714285714,3.248571428571428,30134300.0,3.4857142857142853,3.2428428571428567,3.26,15636880.0,0.9271299645453568,0.0035180299032542273,-0.06226804123711338,0.0004382120946537782,0.06781153676794349,3.261428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-17,3.26,3.261428571428571,15204000.0,3.2928571428571427,3.234285714285714,3.2514285714285713,16463510.0,-0.07650312721892238,-0.0030661410424879243,0.0004382120946537782,-0.0224077328646749,0.0035180299032542273,3.1785714285714284,0.3333333333333333,0.3333333333333333,0.3333333333333333
