Using: ,adj_low,adj_close_tomorrow,sentiment_p,sentiment_n,adj_open_tomorrow
Predict: ,adj_close_tomorrow
Train RMSE 1: ,1.4801360350067339
Test RMSE 1: ,2.4092784814364463
Baseline RMSE 1: ,3.022348398921735
Predicted adj_close_tomorrow,True adj_close_tomorrow,Relative Error on adj_close_tomorrow
122.922,119.23,0.0309652085173
120.819,122.03,0.00992028607527
124.123,129.34,0.0403341255288
126.344,123.33,0.0244412964629
121.727,118.79,0.0247265292053
120.095,116.99,0.0265431533319
119.116,120.12,0.00835947398142
121.045,121.45,0.00333767322024
122.276,122.05,0.00185489615472
124.155,126.01,0.0147200342909
131.663,135.41,0.0276735859496
134.29,133.23,0.00795806264015
134.781,134.42,0.0026889478073
134.123,133.73,0.00293910771704
134.974,133.51,0.0109640919629
133.882,133.63,0.00188240679868
133.833,133.71,0.000919617351977
136.01,138.13,0.0153480109459
137.337,136.35,0.00723719832921
137.463,136.19,0.00934721665705
135.99,133.35,0.0197965366634
134.801,133.35,0.0108805292771
133.196,131.17,0.0154449004557
132.063,131.17,0.00680612487165
131.197,130.16,0.00796974430659
131.087,129.64,0.0111585438748
129.82,126.97,0.02244498289
126.996,124.04,0.0238296252918
125.907,126.76,0.00672794629738
126.507,127.21,0.00552650525429
128.797,130.97,0.0165928897944
130.659,129.9,0.00583999316632
131.768,130.83,0.00716755111894
132.605,133.46,0.00640713191365
132.634,129.95,0.020653648714
129.396,126.95,0.0192677579371
128.703,129.22,0.0039998432225
130.49,131.21,0.00548432115174
134.267,134.17,0.000723974212694
133.07,132.26,0.00612654802065
131.574,128.82,0.0213768125006
129.786,128.34,0.0112663175117
128.893,127.46,0.0112399118167
128.289,126.63,0.0131012929293
127.436,125.55,0.0150212721253
126.094,125.18,0.00729826978838
124.261,120.75,0.0290784500154
121.574,119.6,0.0165079939724
119.643,117.75,0.0160769322875
119.164,118.87,0.00247189045313
119.941,118.43,0.0127594450242
119.483,117.55,0.0164447948305
120.546,121.93,0.0113533600061
121.886,121.21,0.00557969137934
121.958,120.52,0.0119283393179
123.67,125.94,0.0180271967112
125.714,126.5,0.00621225711385
128.377,128.85,0.00367354902594
128.385,126.12,0.0179556554134
127.331,125.58,0.0139458649173
127.075,126.0,0.0085337199862
126.971,126.0,0.00771004813058
126.023,123.29,0.0221684449915
123.695,122.17,0.0124835404415
122.565,120.94,0.0134358671809
121.691,120.68,0.00837425558149
121.278,120.47,0.00670547972994
121.698,121.08,0.00510511848845
121.252,119.45,0.0150864394752
121.469,121.71,0.00198329906418
121.728,121.52,0.00171011949229
122.342,121.97,0.00305251843755
124.215,125.54,0.0105582020437
124.76,122.54,0.018113064225
124.52,124.62,0.000802466353182
124.849,124.36,0.00392942529815
124.592,123.52,0.00868180625797
124.682,123.53,0.00932486055544
124.8,123.7,0.00889108791984
125.71,125.83,0.000950643294928
121.373,117.39,0.033930620492
118.251,118.21,0.000346319393684
118.565,116.79,0.0151969334148
115.232,110.66,0.041313280319
111.074,110.02,0.00958234200671
110.076,106.73,0.0313528899589
108.627,109.17,0.00497285570866
109.123,107.25,0.0174625992497
108.416,108.07,0.00320466762446
109.781,109.17,0.00559473277951
111.058,111.04,0.000160373940591
111.903,112.26,0.00317685650394
112.086,109.78,0.0210022984534
111.875,113.72,0.0162215767886
113.394,113.1,0.00259505996232
114.403,113.81,0.00520681742048
115.805,117.26,0.0124105980184
116.542,115.48,0.00919434798809
117.418,117.1,0.00271575171962
118.18,116.71,0.0125923173081
117.549,116.86,0.00589564824663
118.068,117.3,0.00654927259414
118.98,120.1,0.00932775746774
120.198,119.03,0.00980885417624
119.377,117.32,0.0175292661805
119.325,119.68,0.00296569508027
119.944,120.05,0.000878959633519
120.929,120.03,0.00749183533381
121.148,119.88,0.010580320616
120.751,120.41,0.00283559775909
121.845,122.05,0.00167900438633
122.553,121.43,0.00925096538386
122.742,122.15,0.00484865979489
122.944,121.85,0.00898232379799
122.548,120.52,0.0168267372554
120.685,117.43,0.0277175805866
118.276,116.28,0.0171680299531
116.555,115.95,0.00521908489061
120.742,124.0,0.0262713893767
126.791,127.8,0.00789711583575
129.116,128.99,0.000978100326636
129.727,130.26,0.00409400362436
130.814,131.2,0.00294303894043
132.162,131.67,0.0037374449381
130.64,126.99,0.0287436174308
129.465,129.62,0.00119559593065
130.015,128.41,0.0124979523444
128.148,125.23,0.0232986490405
127.082,125.9,0.00938943949268
125.196,122.35,0.0232642469574
122.354,118.29,0.0343554376881
118.074,113.56,0.0397511663971
115.474,114.94,0.0046437696434
114.797,114.34,0.00399315597003
115.355,118.54,0.0268695690347
118.537,120.21,0.013914751358
122.275,124.78,0.0200777660675
127.194,130.38,0.0244389531217
129.301,128.77,0.00412631688433
130.066,128.02,0.0159784956773
129.792,129.13,0.00512986473781
130.556,130.56,3.00547655891e-05
131.691,131.07,0.00474160787324
131.905,129.76,0.016529685325
131.378,131.51,0.00100031566932
133.284,133.04,0.00183423857193
133.991,132.85,0.00858964729812
134.09,133.61,0.00359160442765
133.491,131.91,0.0119876221018
131.513,128.77,0.0212977572962
129.219,126.11,0.0246559380823
127.686,127.99,0.00237181119802
129.547,130.03,0.00371607547447
130.646,131.09,0.00339050781846
132.092,131.9,0.00145861992247
133.796,134.21,0.00308251869447
135.556,136.73,0.00858392313004
138.676,141.94,0.0229960980845
142.045,142.47,0.00298149048374
142.895,142.68,0.00150850262333
144.879,145.37,0.00337529410405
145.231,142.56,0.0187368467868
144.66,144.76,0.000692986822748
144.928,144.73,0.00136538592336
146.573,145.45,0.00771927923712
147.153,145.81,0.00920998782796
146.707,146.39,0.00216680850249
147.004,145.27,0.0119370093995
146.518,144.33,0.0151625951528
145.857,144.89,0.00667104274148
145.419,143.94,0.0102755827623
143.4,141.0,0.0170212333084
140.457,137.96,0.0180995650276
139.985,138.89,0.00788525967183
139.689,138.71,0.00705851715134
139.737,138.16,0.0114157344816
138.174,136.92,0.0091572660401
139.323,140.0,0.00483627319336
141.789,143.0,0.00846734747186
144.724,146.06,0.00915017115585
145.912,144.16,0.0121510640101
144.452,140.55,0.027764503916
141.382,140.33,0.00749870805367
142.32,141.46,0.00608123472956
142.484,141.87,0.00432560157682
143.001,143.02,0.000130025111217
144.097,143.11,0.00690009883678
145.203,144.45,0.00521057276793
145.21,144.29,0.0063762005174
145.107,142.83,0.0159429528671
145.095,145.12,0.000174576024368
150.846,154.1,0.0211172926975
154.487,153.58,0.00590710466705
155.305,155.5,0.00125239823026
157.147,158.04,0.00565247570705
157.911,156.8,0.00708601426105
157.673,154.29,0.0219294343875
156.585,156.93,0.00220150109847
157.417,156.05,0.00876035387796
157.545,157.02,0.00334040178127
158.856,159.19,0.00209513267116
160.265,159.66,0.00378690918152
161.207,159.86,0.00842727285056
161.107,160.8,0.00190632378877
161.708,160.59,0.00696491745283
162.159,161.51,0.00401934510997
161.189,159.97,0.0076219621074
162.088,161.98,0.000663907104899
162.29,159.71,0.0161564350277
160.646,160.87,0.00139017651092
162.434,161.45,0.00609716449075
162.942,161.99,0.00587898658024
162.527,160.1,0.0151616131641
163.196,164.13,0.00569163895188
164.337,164.34,1.60851443178e-05
167.948,167.5,0.00267215557952
168.081,167.0,0.00647265040232
169.325,168.63,0.00412360291277
169.592,168.42,0.00696012421977
169.438,169.13,0.00182020311091
171.694,173.26,0.00903905441177
187.999,198.75,0.0540921193249
203.651,202.0,0.00817161031289
200.198,198.0,0.0111029268515
199.841,201.25,0.0070028174738
199.96,197.48,0.0125573405327
200.852,203.35,0.0122841393476
202.006,202.61,0.00298081171088
203.105,203.15,0.00022356022528
203.854,203.95,0.000472854124211
203.083,198.71,0.0220049875899
202.4,204.69,0.0111868594305
200.926,201.48,0.0027495265504
205.736,193.71,0.0620803285547
192.174,192.62,0.00231680732912
195.873,197.43,0.00788540645241
200.634,202.34,0.00843005789779
202.04,200.73,0.00652660209668
202.013,203.41,0.00687030034398
203.244,202.09,0.00570800273857
205.122,204.26,0.00421985823063
205.3,203.67,0.00800300748357
204.757,203.11,0.00810712211729
202.433,197.01,0.0275258950658
198.313,198.46,0.000740762464728
198.19,197.84,0.0017701984657
200.386,201.38,0.00493813148261
200.729,198.62,0.0106194380631
199.263,197.39,0.00948859978679
198.589,198.45,0.0007029115538
199.095,197.84,0.00634320756948
199.454,198.94,0.00258389729237
202.757,205.96,0.0155496187964
205.321,205.72,0.00194005281944
207.438,207.5,0.00029738092997
208.518,209.46,0.00449608750254
210.074,208.94,0.00542537513573
208.655,206.16,0.012101282572
207.719,207.36,0.00172897915781
207.444,205.32,0.0103431937989
206.578,205.21,0.00666784321168
208.191,210.85,0.0126108156439
209.209,206.93,0.0110142692662
208.334,209.39,0.00504125497352
209.986,210.42,0.00206177987682
208.412,202.02,0.0316381028661
205.215,205.46,0.0011906816469
206.257,214.06,0.0364547311775
211.795,216.93,0.0236699726771
224.648,223.02,0.00730086600189
222.42,222.86,0.00197399953832
222.563,219.24,0.0151574786095
219.034,216.26,0.0128286889642
217.265,218.25,0.00451408464884
220.517,221.88,0.00614468712237
223.012,223.79,0.00347698021949
223.837,222.96,0.00393209741412
222.137,219.9,0.0101712492717
222.427,222.82,0.00176367825189
223.735,224.63,0.00398235714181
225.077,225.43,0.00156713307277
226.81,227.65,0.00368807579223
228.355,228.47,0.000505370666314
230.604,233.27,0.0114276222212
234.231,237.53,0.0138897237158
236.234,235.31,0.00392742075115
237.145,239.12,0.00825994395221
240.35,241.73,0.00571033842478
240.033,238.77,0.00529039605566
239.494,239.36,0.000561242435068
239.429,238.0,0.00600394882074
238.559,239.44,0.00367990449803
236.488,232.88,0.0154950827596
233.63,235.41,0.00756015342498
234.299,232.85,0.0062216934227
233.02,231.73,0.00556506401914
230.863,229.12,0.00760786227008
231.216,233.87,0.0113499318824
231.194,229.64,0.00676731414609
230.028,230.56,0.00230841864984
229.16,228.7,0.00200998350476
229.432,230.2,0.00333712765903
232.143,233.95,0.00772189299096
231.613,228.22,0.0148679308548
231.043,232.9,0.00797377537637
233.262,233.25,5.15495210343e-05
232.887,229.19,0.0161302264352
231.895,233.21,0.00563677896598
229.481,228.83,0.0028447856052
225.516,220.31,0.0236313380817
222.332,222.15,0.000819612992875
225.703,228.24,0.0111138082746
228.284,228.49,0.000900450866798
226.916,226.3,0.00272151257578
227.314,227.4,0.000376531085951
224.493,224.46,0.000146594774507
225.794,223.39,0.0107607939468
228.072,232.32,0.0182863450904
232.904,235.16,0.00959220583858
235.574,236.75,0.00496917692384
236.272,235.84,0.00183021100276
237.555,238.85,0.00542273789937
238.506,236.1,0.0101915526723
238.49,239.88,0.00579288718659
240.257,240.59,0.00138344747467
239.431,238.92,0.00213770448872
248.52,253.84,0.0209584276721
251.885,251.92,0.000137016560472
257.987,257.3,0.00266872840404
256.808,257.95,0.00442633247117
257.177,255.23,0.00763021477411
254.312,254.28,0.000124031368134
254.982,257.53,0.00989259177632
256.733,257.21,0.00185403452705
257.598,259.98,0.00916180470162
258.849,262.52,0.0139831189573
257.816,248.4,0.0379084834346
247.698,247.79,0.000372583186147
247.011,247.15,0.00056302245995
246.649,245.99,0.00267922724644
244.216,244.03,0.000761339978371
242.232,246.17,0.0159955473915
246.315,246.57,0.00103331279372
246.822,249.75,0.0117232711227
248.872,249.97,0.00439090288491
247.416,244.91,0.0102317710061
239.75,229.06,0.0466697277861
225.867,222.19,0.0165502928589
217.026,220.25,0.0146396390155
218.821,220.08,0.00572155224805
225.455,227.24,0.00785680178961
228.916,234.9,0.0254746035547
233.962,236.12,0.00913920298322
233.649,230.6,0.0132240235857
227.813,224.05,0.0167958507099
228.499,232.18,0.0158541749456
229.479,228.47,0.00441635184598
228.187,229.53,0.0058505705996
232.94,233.8,0.00367926082823
231.861,227.85,0.0176033185767
229.129,228.79,0.00147996448367
227.879,225.64,0.00992192953239
225.629,222.92,0.0121502098523
225.482,228.22,0.0119982221231
229.051,233.21,0.0178358278299
234.978,241.01,0.0250259943263
238.052,242.14,0.016880833503
237.594,229.0,0.0375284919572
221.459,216.76,0.0216801121218
218.233,217.21,0.00470847129866
215.323,209.5,0.0277965609384
207.213,199.47,0.0388167835438
185.678,166.5,0.115184612102
161.053,158.08,0.0188095965366
172.812,178.38,0.0312118008474
178.709,179.6,0.00495949726062
180.59,182.32,0.00949109066155
170.005,163.46,0.040040500071
164.337,166.0,0.0100165677358
166.287,169.83,0.0208634609736
169.726,171.17,0.00843455439494
172.278,175.94,0.020812006529
174.532,173.85,0.00392229432925
172.103,166.5,0.0336493414802
173.409,177.29,0.0218929445907
166.857,168.87,0.0119196307337
170.345,177.56,0.0406325981138
173.115,163.83,0.0566775225272
156.449,146.74,0.0661619762739
141.793,118.61,0.195455045727
104.631,109.87,0.0476848365851
112.971,116.16,0.0274498285341
113.446,110.04,0.0309486985423
110.792,109.54,0.0114275235992
115.209,117.0,0.0153108254457
115.413,111.5,0.0350978149961
101.499,93.77,0.0824224035331
99.4261,100.47,0.0103899975778
99.8873,97.86,0.0207158472064
96.965,91.98,0.0541961928714
90.1571,78.77,0.144561244552
81.7974,81.77,0.000334543865176
83.3422,85.41,0.0242103547182
84.2909,83.68,0.00730062670735
82.1121,78.9,0.0407106232734
77.4708,73.77,0.0501673862477
75.7271,75.41,0.00420435991579
74.5053,73.32,0.0161662583005
72.7279,70.32,0.034242111397
71.9326,72.6,0.00919302107546
76.5807,84.0,0.0883251371838
85.6112,91.0,0.0592180189196
89.0683,87.41,0.0189711454326
88.5065,87.45,0.012080930314
86.5305,87.02,0.00562511699223
87.0931,87.09,3.52621872398e-05
89.0409,89.96,0.0102164954172
93.2883,98.78,0.0555952666476
96.6898,96.23,0.00477825736821
96.8642,93.66,0.0342107785453
95.0376,95.31,0.00285830691358
94.4358,92.24,0.0238056894188
92.685,93.86,0.0125183456619
93.5408,94.4,0.00910118878898
95.4603,97.19,0.0177968976331
95.2752,93.06,0.0238039142568
94.6775,94.14,0.00571004504076
104.892,109.59,0.042868472786
113.134,118.47,0.0450375671979
114.823,111.38,0.030912311956
111.072,108.52,0.023517233219
109.566,108.76,0.00741097049355
111.033,113.12,0.0184477734599
113.93,114.94,0.00878672602282
115.517,114.11,0.0123289892377
109.385,102.14,0.0709278173168
103.318,101.39,0.0190203552216
102.369,102.33,0.000384879953337
102.224,101.65,0.00565072062915
100.22,98.5,0.0174579910821
99.9442,100.86,0.00908038040818
100.764,102.4,0.015980437398
99.581,97.39,0.0224976594938
96.5811,91.06,0.0606315406684
90.5213,85.45,0.0593482609588
86.8623,87.91,0.01191825116
87.635,85.54,0.0244911341905
87.9134,89.77,0.020681671248
88.8893,88.7,0.00213404572669
89.2407,88.98,0.00293038373155
88.4847,89.35,0.00968384062303
89.2402,90.27,0.0114084626005
91.1818,88.6,0.0291394476966
90.7163,92.63,0.0206593560127
94.1317,98.57,0.0450270533671
95.6182,94.43,0.0125832929836
92.6207,86.12,0.0754840849058
88.9631,90.22,0.0139318765121
91.8062,95.65,0.0401857957376
92.2884,91.45,0.00916825467084
93.2744,94.19,0.00972062785328
93.741,96.94,0.03299982139
96.4978,96.59,0.000954205901717
93.6735,89.63,0.0451135844986
88.6719,86.95,0.0198038374301
87.3862,85.96,0.0165916148204
85.2776,83.44,0.0220231397269
85.9359,88.39,0.0277649954658
90.304,91.26,0.0104759729617
92.5121,94.65,0.0225871832233
93.9477,94.11,0.00172473444162
90.167,84.99,0.0609132259758
83.474,75.92,0.0994988573113
78.321,79.27,0.0119715604353
81.2349,83.83,0.0309567720526
82.9289,84.71,0.0210254729083
83.7926,80.65,0.0389660281272
75.2258,65.8,0.143249465339
67.7651,65.45,0.0353721344717
65.5338,67.47,0.0286976774834
66.7909,64.89,0.029293973267
65.0258,61.31,0.0606062974185
64.2307,65.66,0.0217677711024
64.97,63.15,0.0288200469028
66.3632,66.86,0.00743071989424
66.8508,66.15,0.0105943283346
68.5265,69.55,0.0147155279054
69.6922,69.04,0.00944669332316
51.8858,33.51,0.548368316805
34.5439,33.54,0.0299308426549
32.9023,29.69,0.108195380998
30.2364,26.98,0.120696057206
28.7032,28.98,0.00954979053442
30.8435,31.89,0.0328173010878
33.3164,33.43,0.00339738787059
33.4354,31.09,0.0754397230618
31.3831,28.86,0.0874259166228
29.7702,28.98,0.0272661186729
29.706,27.07,0.0973789086851
28.1197,26.3,0.0691903843173
28.0895,28.1,0.000373514521589
28.231,26.11,0.0812329131952
29.3947,28.73,0.0231365943428
31.786,34.17,0.0697679862943
35.3954,35.51,0.0032270168862
35.8762,33.67,0.0655232342549
34.383,31.35,0.0967474881162
32.5514,31.99,0.0175499255749
32.9802,33.1,0.00362009008125
33.366,32.36,0.0310888585113
33.6186,32.14,0.0460047077969
33.7712,33.34,0.0129348489433
34.1588,33.45,0.0211908086711
34.844,33.53,0.0391892940295
34.7646,33.35,0.0424168713983
36.2124,35.98,0.00645910308651
37.2518,35.16,0.0594928902028
36.9716,36.23,0.0204693180666
36.441,34.92,0.0435553350809
36.5011,35.25,0.0354911858308
36.3426,33.36,0.0894054989163
33.8913,32.65,0.0380175650394
34.1021,35.79,0.0471600353734
35.6901,34.79,0.0258722044881
35.7063,34.49,0.0352664769439
33.4118,29.89,0.117826648762
30.9843,28.07,0.103821860797
29.2474,27.91,0.0479166788766
28.5053,26.35,0.0817947242925
27.3339,24.93,0.0964250162907
26.3588,25.9,0.0177125525751
27.3202,27.05,0.00998876716205
28.8039,29.08,0.00949535868355
29.3749,27.86,0.0543739034046
28.6181,26.26,0.0897977063425
27.8689,27.47,0.0145203347722
28.0872,26.21,0.0716223252816
27.6329,26.11,0.0583255173191
27.6602,27.12,0.0199204307039
28.1463,26.94,0.0447761263773
29.1297,28.42,0.0249707666943
29.8457,28.45,0.0490585085797
30.2153,29.79,0.01427607746
30.5982,29.41,0.0403999217065
30.428,28.87,0.0539661033533
30.2218,28.85,0.0475491898932
26.9854,24.64,0.0951885155269
25.3181,23.92,0.058450111976
25.871,25.48,0.0153438831611
25.7496,24.14,0.0666769797286
25.642,23.78,0.0783022246108
25.3754,24.14,0.0511772041985
25.1302,23.66,0.0621399770625
24.6066,22.42,0.0975310251609
23.7447,22.04,0.0773462305917
23.7977,22.52,0.0567366971004
23.4729,21.64,0.0846987669657
23.0469,21.64,0.0650135893478
23.3138,22.25,0.0478100723095
22.4541,20.27,0.107749600215
21.1844,18.73,0.131040325664
20.8896,20.0,0.0444787025452
21.4876,20.27,0.0600677663373
21.4848,20.14,0.0667709987
21.6635,20.44,0.0598558735708
21.5606,19.95,0.0807315568279
22.5504,23.06,0.022098882035
23.9697,23.49,0.0204197447977
24.592,23.25,0.0577187486874
24.7119,23.09,0.0702417339789
24.6594,23.22,0.0619901974175
24.2101,21.62,0.119801294572
23.6767,23.02,0.0285279732181
23.9403,22.86,0.0472590529074
24.4034,23.5,0.0384415159834
24.6942,23.54,0.0490308905823
25.4956,24.57,0.0376721026211
25.8668,24.48,0.056649871901
25.2486,22.82,0.106425108981
24.3464,22.85,0.0654860982749
24.3537,23.05,0.0565611700691
24.5527,23.49,0.045240773298
24.6952,23.13,0.0676686195806
24.1563,22.3,0.0832405090332
23.2066,20.89,0.110893074207
22.4433,21.17,0.0601454542446
22.9115,22.36,0.0246662419683
23.3883,22.24,0.0516330492582
23.5398,21.96,0.0719413965778
23.6677,22.45,0.054241715667
26.3351,28.16,0.0648038007996
27.896,27.32,0.021084848295
26.8958,24.49,0.098235999871
26.0835,24.92,0.046689172809
27.0194,26.59,0.0161497037901
27.7717,26.6,0.0440470042982
29.9496,30.0,0.00168113708496
31.0705,29.19,0.064424295873
30.0949,28.74,0.0471434251418
31.3062,31.27,0.00115607407743
32.3061,31.2,0.0354533562293
32.3405,30.54,0.0589563385989
32.2172,31.09,0.0362568067254
32.3038,30.83,0.0478047863678
31.9251,30.25,0.0553752174062
31.4534,30.25,0.0397821851998
31.0946,29.03,0.0711183065059
30.3603,29.12,0.0425917394869
30.3306,28.76,0.0546121875832
30.2756,29.47,0.0273371949858
31.1413,30.27,0.0287842815136
31.4344,29.96,0.0492106464422
30.4989,28.06,0.0869187962049
29.5748,28.62,0.0333604366108
29.1791,27.53,0.0599004022866
28.8719,27.38,0.0544896038716
28.7512,27.37,0.0504642802954
28.6622,27.28,0.0506667000108
28.5506,27.1,0.053528310628
28.2687,26.33,0.073630318821
27.9642,26.97,0.0368648439944
28.2344,26.85,0.0515591640934
28.4609,27.72,0.0267268699657
28.0483,25.89,0.0833655512439
27.4723,26.28,0.0453693035712
27.535,26.42,0.042202437673
27.2462,25.05,0.0876716111235
26.3479,24.55,0.0732336102581
25.9463,24.41,0.0629389042837
25.5067,23.74,0.0744201705148
25.521,24.59,0.0378616910099
25.4225,23.68,0.0735869407654
24.9982,23.16,0.0793677677556
24.7989,23.59,0.051244375917
24.6886,22.94,0.0762261221901
24.2509,22.69,0.0687920110979
24.1024,22.77,0.0585137402011
23.8143,22.18,0.0736838668397
23.3589,21.4,0.0915372973291
23.1683,22.07,0.049766142983
23.3846,22.06,0.0600430686584
23.4741,22.06,0.0641029717591
23.5093,21.96,0.0705524889281
