Date,adj_open,adj_close,adj_vol,adj_high,adj_low,adj_open_tomorrow,vol_m_ave_10,vol_rel_m_ave_10,relative_overnight_tomorrow,relative_intraday,relative_intraday_tomorrow,relative_overnight,adj_close_tomorrow,sentiment_p,sentiment_n,sentiment_u
2007-01-03,38.68,38.7,12405100.0,39.06,38.05,38.59,6308400.0,0.9664415699701985,-0.00284237726098191,0.0005170630816959676,0.008033169214822333,-0.01976685250886978,38.9,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-04,38.59,38.9,6318400.0,39.14,38.26,38.72,6291570.0,0.004264436380744474,-0.004627249357326502,0.008033169214822333,-0.009039256198347112,-0.00284237726098191,38.37,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-05,38.72,38.37,6619700.0,38.79,37.6,38.22,6201540.0,0.06742841294259172,-0.003909304143862369,-0.009039256198347112,-0.01883830455259028,-0.004627249357326502,37.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-08,38.22,37.5,6783000.0,38.31,37.17,37.6,6101410.0,0.11171024402556129,0.002666666666666595,-0.01883830455259028,0.004787234042553212,-0.003909304143862369,37.78,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-09,37.6,37.78,5703000.0,38.06,37.34,37.49,6016690.0,-0.05213663991330786,-0.007676019057702432,0.004787234042553212,-0.00906908508935722,0.002666666666666595,37.15,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-10,37.49,37.15,6527500.0,37.7,37.07,37.17,6110930.0,0.06816802025223656,0.0005383580080755568,-0.00906908508935722,0.0061877858488026405,-0.007676019057702432,37.4,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-11,37.17,37.4,6465600.0,38.0,37.17,37.36,6310130.0,0.024638161178929696,-0.0010695187165775666,0.0061877858488026405,0.022483940042826722,0.0005383580080755568,38.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-12,37.36,38.2,4466400.0,38.21,37.27,38.4,6403120.0,-0.30246504828895915,0.005235602094240788,0.022483940042826722,0.0067708333333333925,-0.0010695187165775666,38.66,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-16,38.4,38.66,5643700.0,38.89,37.97,38.7,6512940.0,-0.13346353566899127,0.0010346611484739476,0.0067708333333333925,-0.021188630490956095,0.005235602094240788,37.88,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-17,38.7,37.88,5026800.0,39.0,37.78,37.5,6595920.0,-0.2378925153731397,-0.010031678986272552,-0.021188630490956095,-0.013866666666666805,0.0010346611484739476,36.98,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-18,37.5,36.98,9105000.0,37.65,36.72,36.69,6265910.0,0.45310098612970817,-0.007842076798269315,-0.013866666666666805,0.008994276369583165,-0.010031678986272552,37.02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-19,36.69,37.02,6095900.0,37.48,36.6,37.65,6243660.0,-0.02366560639112314,0.017017828200972307,0.008994276369583165,-0.0185922974767595,-0.007842076798269315,36.95,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-22,37.65,36.95,8317000.0,37.9,36.8,36.9,6413390.0,0.2968180634578592,-0.0013531799729364913,-0.0185922974767595,-0.012737127371273638,0.017017828200972307,36.43,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-23,36.9,36.43,5313600.0,37.07,36.3,36.51,6266450.0,-0.15205578916292317,0.0021959923140268955,-0.012737127371273638,0.020542317173377178,-0.0013531799729364913,37.26,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-24,36.51,37.26,5271700.0,37.36,36.5,38.08,6223320.0,-0.1529119505344414,0.022007514761138047,0.020542317173377178,-0.02626050420168069,0.0021959923140268955,37.08,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-25,38.08,37.08,6747600.0,38.23,36.78,37.26,6245330.0,0.0804232922839947,0.004854368932038833,-0.02626050420168069,-0.011003757380568913,0.022007514761138047,36.85,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-26,37.26,36.85,4139300.0,37.26,36.3,36.7,6012700.0,-0.3115738353817752,-0.004070556309362261,-0.011003757380568913,0.019891008174386826,0.004854368932038833,37.43,0.3333333333333333,0.3333333333333333,0.3333333333333333
2007-01-29,36.7,37.43,7395000.0,37.45,36.54,37.29,6305560.0,0.1727745037712749,-0.0037403152551429564,0.019891008174386826,-0.006436041834271933,-0.004070556309362261,37.05,0.3333333333333333,0.3333333333333333,0.3333333333333333
